  2.9483040000000002e+005	  5.0848908481859101e+005	  3.3343000000000001e+002	  1.5057600000000000e+003	
  2.9478890000000002e+005	  5.0841899517514778e+005	  3.3222000000000003e+002	  1.5057200000000000e+003	
  2.9482750000000000e+005	  5.0845315228738659e+005	  3.3310000000000002e+002	  1.5045799999999999e+003	
  2.9488950000000000e+005	  5.0855814575970196e+005	  3.3398000000000002e+002	  1.5045400000000000e+003	
  2.9486650000000000e+005	  5.0854635762567370e+005	  3.3518000000000001e+002	  1.5037600000000000e+003	
  2.9490500000000000e+005	  5.0861156424431229e+005	  3.3638999999999999e+002	  1.5014700000000000e+003	
  2.9495531000000000e+005	  5.0869930382510374e+005	  3.3804000000000002e+002	  1.4995100000000000e+003	
  2.9500181000000000e+005	  5.0881446924177220e+005	  3.3969000000000000e+002	  1.4978800000000001e+003	
  2.9503231000000000e+005	  5.0883991646431392e+005	  3.4167000000000002e+002	  1.4963699999999999e+003	
  2.9504031000000000e+005	  5.0887999136535038e+005	  3.4320999999999998e+002	  1.4940000000000000e+003	
  2.9503281000000000e+005	  5.0884161608162563e+005	  3.4442000000000002e+002	  1.4932300000000000e+003	
  2.9509431000000000e+005	  5.0897221610869566e+005	  3.4530000000000001e+002	  1.4924100000000001e+003	
  2.9507567999999999e+005	  5.0888139432650944e+005	  3.4563000000000000e+002	  1.4908599999999999e+003	
  2.9505640000000002e+005	  5.0887902990734536e+005	  3.4639999999999998e+002	  1.4931800000000001e+003	
  2.9504090000000002e+005	  5.0882100296348432e+005	  3.4639999999999998e+002	  1.4939600000000000e+003	
  2.9501867999999999e+005	  5.0881430690446071e+005	  3.4606999999999999e+002	  1.4934700000000000e+003	
  2.9498109000000003e+005	  5.0875028741986043e+005	  3.4519000000000000e+002	  1.4938399999999999e+003	
  2.9490790000000002e+005	  5.0865249447279290e+005	  3.4475000000000000e+002	  1.4973099999999999e+003	
  2.9485117999999999e+005	  5.0849341494561284e+005	  3.4310000000000002e+002	  1.4992300000000000e+003	
  2.9486781000000000e+005	  5.0855066194174770e+005	  3.4244000000000000e+002	  1.5006700000000001e+003	
  2.9479581000000000e+005	  5.0843098877794505e+005	  3.4035000000000002e+002	  1.5014500000000000e+003	
  2.9479340000000002e+005	  5.0842737184831739e+005	  3.3925000000000000e+002	  1.5025200000000000e+003	
  2.9477917999999999e+005	  5.0840224777211825e+005	  3.3893000000000001e+002	  1.5040699999999999e+003	
  2.9474581000000000e+005	  5.0834588819731062e+005	  3.3772000000000003e+002	  1.5040300000000000e+003	
  2.9480481000000000e+005	  5.0844751559920900e+005	  3.3816000000000003e+002	  1.5055500000000000e+003	
  2.9479417999999999e+005	  5.0843252147310396e+005	  3.3860000000000002e+002	  1.5063599999999999e+003	
  2.9484109000000003e+005	  5.0851091705658799e+005	  3.3904000000000002e+002	  1.5055100000000000e+003	
  2.9488100000000000e+005	  5.0852034527910664e+005	  3.3993000000000001e+002	  1.5043299999999999e+003	
  2.9487750000000000e+005	  5.0854173661600507e+005	  3.4113999999999999e+002	  1.5035899999999999e+003	
  2.9491231000000000e+005	  5.0863328059545322e+005	  3.4279000000000002e+002	  1.5020400000000000e+003	
  2.9492967999999999e+005	  5.0866450692438165e+005	  3.4356000000000000e+002	  1.4985300000000000e+003	
  2.9495409000000003e+005	  5.0873806066944299e+005	  3.4522000000000003e+002	  1.4969100000000001e+003	
  2.9502709000000003e+005	  5.0883273354772798e+005	  3.4687000000000000e+002	  1.4961300000000001e+003	
  2.9500800000000000e+005	  5.0880031702820084e+005	  3.4807999999999998e+002	  1.4969800000000000e+003	
  2.9497859000000003e+005	  5.0875017704407149e+005	  3.4962000000000000e+002	  1.4969800000000000e+003	
  2.9502559000000003e+005	  5.0883014005635498e+005	  3.5006000000000000e+002	  1.4962000000000000e+003	
  2.9509709000000003e+005	  5.0895516237039707e+005	  3.5063000000000000e+002	  1.4956600000000001e+003	
  2.9504190000000002e+005	  5.0888387523457373e+005	  3.5019000000000000e+002	  1.4956600000000001e+003	
  2.9503181000000000e+005	  5.0880670427172509e+005	  3.4974000000000001e+002	  1.4975799999999999e+003	
  2.9493859000000003e+005	  5.0868096038819978e+005	  3.4852999999999997e+002	  1.4983599999999999e+003	
  2.9491190000000002e+005	  5.0866839775576943e+005	  3.4731999999999999e+002	  1.4994400000000001e+003	
  2.9493350000000000e+005	  5.0867296561525215e+005	  3.4623000000000002e+002	  1.5013299999999999e+003	
  2.9488817999999999e+005	  5.0856183095251379e+005	  3.4412000000000000e+002	  1.5028199999999999e+003	
  2.9482409000000003e+005	  5.0844908735041408e+005	  3.4258999999999997e+002	  1.5043699999999999e+003	
  2.9478581000000000e+005	  5.0839116553370073e+005	  3.4093000000000001e+002	  1.5058599999999999e+003	
  2.9476031000000000e+005	  5.0840729737945768e+005	  3.3907999999999998e+002	  1.5073599999999999e+003	
  2.9477300000000000e+005	  5.0839631923389691e+005	  3.3787000000000000e+002	  1.5088499999999999e+003	
  2.9473840000000002e+005	  5.0833773516246391e+005	  3.3677999999999997e+002	  1.5096300000000001e+003	
  2.9475140000000002e+005	  5.0836020291800267e+005	  3.3556000000000000e+002	  1.5095699999999999e+003	
  2.9480259000000003e+005	  5.0842092352504673e+005	  3.3569000000000000e+002	  1.5095200000000000e+003	
  2.9477750000000000e+005	  5.0840806333081139e+005	  3.3569000000000000e+002	  1.5091700000000001e+003	
  2.9483800000000000e+005	  5.0851478998085338e+005	  3.3657999999999998e+002	  1.5083399999999999e+003	
  2.9489859000000003e+005	  5.0864858937746007e+005	  3.3747000000000003e+002	  1.5079100000000001e+003	
